epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
38,8810.85,1.1915,0.88617,5.55452,0.0049,0,0.02564,0.25308,0.01157,0.00479,0.02571,0.25381,0.01161,0.00464,1.46304,0.70616,5.04866,0.00698,0,0.000728717,0.000728717,0.000728717
39,9040.96,1.19346,0.89652,5.56349,0.00489,0,0.02714,0.27017,0.01271,0.00622,0.02738,0.27256,0.01277,0.00569,1.4727,0.69672,4.9723,0.00705,0,0.000715656,0.000715656,0.000715656
40,9272.13,1.18535,0.89306,5.54813,0.00491,0,0.02882,0.27477,0.01496,0.00693,0.0286,0.27274,0.01468,0.00589,1.46259,0.69256,4.88984,0.00697,0,0.000702432,0.000702432,0.000702432
41,9502.9,1.18451,0.89657,5.55852,0.00488,0,0.02472,0.24646,0.01328,0.00557,0.02469,0.24609,0.01325,0.0054,1.44683,0.68912,4.93896,0.00693,0,0.000689058,0.000689058,0.000689058
42,9732.9,1.18567,0.89255,5.56649,0.00489,0,0.08903,0.04668,0.01953,0.00848,0.09312,0.04834,0.02044,0.00761,1.4485,0.6892,4.91042,0.00697,0,0.000675546,0.000675546,0.000675546
43,9963.79,1.18277,0.88648,5.55705,0.00486,0,0.05051,0.07921,0.02041,0.00822,0.05511,0.0726,0.02022,0.00781,1.45116,0.68565,4.8227,0.00698,0,0.00066191,0.00066191,0.00066191
44,10193.6,1.16855,0.87622,5.55485,0.00479,0,0.03048,0.25841,0.01523,0.00652,0.03093,0.26227,0.01572,0.00633,1.437,0.67915,4.88403,0.00691,0,0.000648164,0.000648164,0.000648164
45,10423.8,1.1675,0.88216,5.54981,0.00476,0,0.06629,0.04025,0.01509,0.00691,0.07074,0.03896,0.01527,0.00626,1.43773,0.67894,4.88731,0.00687,0,0.000634322,0.000634322,0.000634322
46,10655,1.17826,0.88919,5.55871,0.00476,0,0.07091,0.05201,0.01777,0.00825,0.07686,0.0487,0.0179,0.00773,1.45811,0.68788,4.84485,0.00697,0,0.000620396,0.000620396,0.000620396
47,10887.6,1.17346,0.88129,5.55079,0.0048,0,0.04059,0.13104,0.01802,0.00777,0.04093,0.13214,0.018,0.00727,1.43481,0.67787,4.86351,0.00688,0,0.0006064,0.0006064,0.0006064
48,11118.9,1.16793,0.88661,5.55223,0.00477,0,0.06825,0.06396,0.01976,0.00832,0.07054,0.06267,0.01974,0.00768,1.44694,0.67678,4.79734,0.0069,0,0.000592349,0.000592349,0.000592349
49,11350,1.16946,0.88064,5.55042,0.00477,0,0.0266,0.25639,0.01693,0.00764,0.02671,0.25749,0.01689,0.00729,1.43839,0.67527,4.83616,0.00684,0,0.000578256,0.000578256,0.000578256
50,11582.2,1.15749,0.88365,5.55118,0.00473,0,0.0556,0.07205,0.01683,0.00759,0.05469,0.07517,0.01671,0.00713,1.44204,0.69481,4.82576,0.00691,0,0.000564135,0.000564135,0.000564135
