epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/l1_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/l1_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
59,12641.9,1.52658,2.29528,0.63262,0.00703,0.57048,0.96452,0.96422,0.98183,0.55484,0.87354,0.873,0.81837,0.29312,1.50393,2.36794,0.44042,0.00748,0,0.00043809,0.00043809,0.00043809
60,12854.4,1.5332,2.30984,0.62951,0.00702,0.56314,0.9623,0.96643,0.98353,0.55452,0.87016,0.86957,0.81328,0.2906,1.50869,2.36736,0.43509,0.0075,0,0.000424454,0.000424454,0.000424454
61,13067,1.51542,2.29425,0.61807,0.00697,0.54081,0.96636,0.96603,0.98397,0.55418,0.8714,0.86801,0.81278,0.29168,1.50747,2.36708,0.43615,0.0075,0,0.000410942,0.000410942,0.000410942
62,13282.8,1.51732,2.2949,0.63056,0.00701,0.56137,0.96626,0.96309,0.98312,0.55506,0.87465,0.86947,0.81521,0.2918,1.50213,2.36669,0.44082,0.00748,0,0.000397568,0.000397568,0.000397568
63,13497.3,1.51615,2.297,0.62761,0.00696,0.53912,0.96466,0.96471,0.98376,0.5557,0.86984,0.86961,0.81706,0.29397,1.50411,2.36805,0.4434,0.00748,0,0.000384344,0.000384344,0.000384344
64,13712.8,1.51725,2.2812,0.62046,0.00702,0.55916,0.96611,0.9639,0.98384,0.55641,0.87231,0.86822,0.81469,0.29233,1.50643,2.37068,0.44069,0.00749,0,0.000371283,0.000371283,0.000371283
65,13924.4,1.51734,2.28455,0.62013,0.00697,0.55309,0.96477,0.96545,0.98347,0.5552,0.87456,0.87133,0.81747,0.29288,1.50437,2.35931,0.43543,0.00748,0,0.000358399,0.000358399,0.000358399
66,14137.4,1.5084,2.28513,0.61646,0.00688,0.54484,0.96405,0.96609,0.98434,0.55528,0.87335,0.87006,0.81522,0.29341,1.50563,2.35919,0.42999,0.00748,0,0.000345704,0.000345704,0.000345704
67,14350.9,1.50299,2.27356,0.61731,0.00693,0.54837,0.96519,0.9649,0.98351,0.55461,0.87371,0.87223,0.81593,0.29076,1.5092,2.36089,0.42851,0.00751,0,0.000333211,0.000333211,0.000333211
68,14564.1,1.50316,2.27245,0.61852,0.0069,0.54371,0.96468,0.96376,0.98343,0.55493,0.87287,0.87193,0.81697,0.2918,1.50911,2.36461,0.42791,0.00751,0,0.000320931,0.000320931,0.000320931
69,14777.2,1.5022,2.26598,0.62065,0.00681,0.53977,0.96308,0.96637,0.98333,0.55492,0.86925,0.87116,0.8144,0.29019,1.50821,2.36537,0.43285,0.0075,0,0.000308878,0.000308878,0.000308878
70,14992.8,1.50057,2.26704,0.61467,0.00685,0.54126,0.96804,0.96398,0.98443,0.5554,0.87682,0.86841,0.81755,0.29144,1.5066,2.36691,0.43163,0.0075,0,0.000297062,0.000297062,0.000297062
71,15205.6,1.50387,2.28061,0.61005,0.00689,0.5515,0.9665,0.96518,0.98333,0.55419,0.87551,0.86734,0.8142,0.29022,1.51086,2.36622,0.43146,0.00751,0,0.000285497,0.000285497,0.000285497
72,15419.1,1.50343,2.25523,0.6085,0.0068,0.52058,0.9656,0.96485,0.98248,0.55411,0.87149,0.86822,0.81204,0.29005,1.51281,2.36478,0.43166,0.00752,0,0.000274192,0.000274192,0.000274192
73,15636.1,1.49579,2.27149,0.60718,0.00675,0.52543,0.96351,0.96545,0.98212,0.55249,0.8719,0.87067,0.81377,0.2879,1.51435,2.36709,0.43161,0.00753,0,0.000263159,0.000263159,0.000263159
74,15848.9,1.49579,2.26042,0.59749,0.00685,0.53273,0.96227,0.96568,0.98135,0.55272,0.8759,0.86547,0.81247,0.2874,1.51789,2.36848,0.42902,0.00755,0,0.00025241,0.00025241,0.00025241
75,16060.2,1.49087,2.23869,0.59653,0.00687,0.53454,0.96474,0.96434,0.98224,0.55417,0.87723,0.86804,0.81318,0.28818,1.52022,2.36754,0.42681,0.00757,0,0.000241954,0.000241954,0.000241954
76,16275,1.49249,2.25455,0.60517,0.00681,0.52453,0.96318,0.96526,0.98176,0.55296,0.87347,0.86907,0.81504,0.28783,1.51949,2.36728,0.42891,0.00756,0,0.000231802,0.000231802,0.000231802
77,16490.9,1.48583,2.25344,0.59746,0.00677,0.52513,0.96251,0.96673,0.98229,0.55114,0.86939,0.87135,0.81188,0.28638,1.52046,2.36827,0.42794,0.00756,0,0.000221964,0.000221964,0.000221964
78,16707.1,1.48519,2.25898,0.59532,0.00674,0.51272,0.96212,0.96949,0.98251,0.55184,0.8731,0.87,0.81424,0.28769,1.52224,2.37048,0.4278,0.00757,0,0.00021245,0.00021245,0.00021245
